,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early Childhood Services Directory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A list of New Zealand Early Childhood Services including contact details, institution information, regional information and management contact details.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^ Email addresses are only listed for Early Childhood Education services that agreed to have their email publicly released.  Persons or organisations wishing to send email material to individuals or organisations whose email addresses appear in this directory must comply with the requirements of the Unsolicited Electronic Messages Act 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Other Ethnicity includes, Other, MELAA, Not Stated. In the case of Kohanga Reo services Other also includes Asian and European.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roll data as at 1 July 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report data last updated on: 22 - June - 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,Name,Telephone,Fax No,Email^,Street,Suburb,Town / City,Institution Type,Definition,Authority,20 Hours ECE,Equity Index,Territorial Authority with Auckland Local Board,Regional Council,Education Region,General Electorate,Maori Electorate,Census Area Unit,Ward,Management Contact Details,Management Location Address,Management Postal Address,Management Postal Suburb,Management Postal City,Management Contact Phone,Management Contact Fax,Community of Learning: ID,Community of Learning: Name,Longitude,Latitude,All Children,Under 2's,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Total Roll,Maori,Pacific,Asian*,European Pakeha*,Other*
40233,BestStart Vivian Street,06 757 3552,,vivian@best-start.org,102 Vivian Street,,New Plymouth,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,New Plymouth District,Taranaki Region,Taranaki/Whanganui/Manawatu,New Plymouth,Te Tai Hauauru,Kawaroa,New Plymouth City Ward,Heather MacLean,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,06-3547907,,,,174.067408,-39.061636,50,16,1,10,14,17,16,0,58,19,3,9,26,1
40234,Manaia Community Preschool,06 274 9292,,manaia.preschool@xtra.co.nz,11 Patukukupa Street,,Manaia-Hawera,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,South Taranaki District,Taranaki Region,Taranaki/Whanganui/Manawatu,Whanganui,Te Tai Hauauru,Manaia,Egmont Plains Ward,Jillian Harrison,,P O Box 81,Manaia,Taranaki 4641,06-2726762,06-2726700,,,174.121008,-39.54699,40,0,0,0,3,14,19,1,37,11,0,1,25,0
40235,Kelvin Grove Kindergarten,06 354 1442,06 354 1422,kelvingrove@ruahinekindergartens.org.nz,113 Hillcrest Drive,Kelvin Grove,Palmerston North,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Palmerston North City,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Kelvin Grove,Area Outside Ward,Alison Rudzki,26 Taonui Street,26 Taonui Street,,Palmerston North 4410,06-357 8264,,99052,Palmerston North East Community of Learning,175.647997,-40.327772,40,0,0,0,2,17,15,1,35,10,0,5,20,0
40237,Magic Sparks Milson Ltd,06 353 6859,04 938 1998,angie@magicsparks.co.nz,4 Hunter Street,Milson,Palmerston North,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Palmerston North City,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Milson,Area Outside Ward,Karina Burden,4 Pennyson Avenue,P O Box 30871,,Lower Hutt 5011,06-353 6859,,,,175.606863,-40.330714,50,25,1,3,9,9,5,1,28,12,1,1,13,0
40238,Punahau Early Childhood Care Centre,06 368 7780,,punahau.eccc@xtra.co.nz,24 Wilton Street,Levin East,Levin,Education and Care Service,Maori ECE service (excluding TKR),Community based,Yes,EQI 1,Horowhenua District,Manawatu-Wanganui Region,Wellington,Otaki,Te Tai Hauauru,Playford Park,Levin Ward,Kelly Tahiwi,,24 Wilton Street,Levin,Manawatu 5510,,,99058,Taitoko Kahui Ako,175.284628,-40.628079,15,7,0,3,5,4,5,0,17,17,0,0,0,0
40239,Barnardos Early Learning Centre Palmerston North,06 350 0043,06 350 0044,,25 Kipling Street,Roslyn,Palmerston North,Education and Care Service,Not Applicable,Community based,Yes,EQI 4,Palmerston North City,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Roslyn,Area Outside Ward,Aimee Simcox,100 Tory Street,P O Box 6434,Marion Square,Wellington 6141,06-350 0043,,,,175.632785,-40.330126,38,10,0,2,15,17,5,2,41,15,1,8,13,0
40240,Te Kohanga Reo o Kauri,06 367 0977,,ikaroa@kohanga.ac.nz,7 Kauri Street,,Levin,Te Kohanga Reo,Not Applicable,Community based,Yes,EQI 4,Horowhenua District,Manawatu-Wanganui Region,Wellington,Otaki,Te Tai Hauauru,Levin East,Levin Ward,Emily Dakin,67 Hankey Street,P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,04-381 8750,04-381 8780,,,175.29973,-40.62259,12,4,2,2,2,5,0,0,11,11,0,0,0,0
40241,BestStart Hokowhitu,06 354 9994,06 354 9405,,224-226 Park Road,Hokowhitu,Palmerston North,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Palmerston North City,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Hokowhitu West,Area Outside Ward,Simon Cottle,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,06-3547907,,,,175.621233,-40.363744,59,20,4,12,16,19,21,1,73,15,6,9,41,2
40243,BestStart Palmerston North 2,06 356 9578,,palmerstonnorth@best-start.org,34 Carroll Street,,Palmerston North,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Palmerston North City,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Palmerston North Central,Area Outside Ward,Simon Cottle,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,06-3547907,,,,175.611495,-40.350489,89,55,43,30,16,14,0,1,104,26,2,11,63,2
40244,Country Educare Children's Centre,06 368 1061,,country.educare@xtra.co.nz,"73 Whelans Road, RD 1",,Levin,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Horowhenua District,Manawatu-Wanganui Region,Wellington,Otaki,Te Tai Hauauru,Kohitere,Waiopehu Ward,Gemma Mckay,74 Wheelans Road,74 Wheelans Road,,Levin 5571,06-3681062,,,,175.241777,-40.631926,30,10,2,1,11,13,12,0,39,17,1,0,21,0
40247,Lots of Hugs Childcare Centre,06 354 6878,,loh1@lotsofhugschildcare.co.nz,72 Pitt Street,,Palmerston North,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Palmerston North City,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Palmerston North Central,Area Outside Ward,Theresa Christison,2 Sandy Lane ,62 Connell Street,Blockhouse Bay,Auckland 0600,06-3546878,,,,175.60786,-40.359833,60,16,4,14,15,23,19,0,75,19,2,9,39,6
40249,Crossroads Early Childhood Centre Trust,06 358 0669,,cecc@crossroads.co.nz,220 Church Street,,Palmerston North,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Palmerston North City,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,West End,Area Outside Ward,Terresa Karaitiana-Bray,,220 Church Street,Palmerston North,Manawatu 4410,06-3594858,,,,175.602674,-40.361693,40,15,2,12,16,5,17,0,52,5,0,5,34,8
40251,BestStart Foxton Beach Kindy,06 363 6626,,abc.foxtonbeach@best-start.org,12 Carthew Terrace,,Foxton Beach,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 3,Horowhenua District,Manawatu-Wanganui Region,Wellington,Otaki,Te Tai Hauauru,Foxton Beach,Kere Kere Ward,Simon Cottle,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,06-3547907,,,,175.226809,-40.461525,30,0,0,0,9,9,11,1,30,5,3,0,19,0
40255,Rata Street Pre-school,07 895 8719,07 895 8298,ratastpreschool@xtra.co.nz,Rata Street,,Taumarunui,Education and Care Service,Not Applicable,Community based,Yes,EQI 4,Ruapehu District,Manawatu-Wanganui Region,Waikato,Rangitikei,Te Tai Hauauru,Manunui,Taumarunui Ward,Theresa Brewer,,10 Rata Street,Taumarunui,Waikato 3924,07-8953855,,99201,Taumarunui Kahui Ako,175.323042,-38.888351,40,0,0,0,15,19,29,2,65,35,0,2,27,1
40258,The Treehouse Private Kindergarten,07 578 6909,,info@thetreehouse.org.nz,3 Kowhai St,The Avenues,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Tauranga South,Te Papa-Welcome Bay Ward,Kathryn Clout,3 Kowhai Street,3 Kowhai Street,Tauranga Central,Tauranga 3112,07-5786909,07-5786104,99085,Tauranga Peninsula Community of Learning,176.155379,-37.705563,25,0,0,0,5,7,10,1,23,1,1,0,21,0
40259,Lilliput Preschool,07 577 0458,07 577 0457,admin@lilliputpreschool.co.nz,163 15th Avenue,Tauranga South,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Tauranga South,Te Papa-Welcome Bay Ward,Michelle Hill,163 15th Avenue,163 15th Avenue,,Tauranga,07-5440458,,99085,Tauranga Peninsula Community of Learning,176.157271,-37.705526,35,12,4,8,13,7,13,1,46,10,1,3,28,4
40265,Central City Quality Edu-care (Pukaki St) ,07 343 7011,07 343 7012,pukaki@ccqe.co.nz,1151 Pukaki,Rotorua Central,Rotorua,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Kuirau,Area Outside Ward,Sheryl Terlesk,1151 Pukaki Street,1151 Pukaki Street,,Rotorua 3010,07-3437007,,99019,Rotorua Central Community of Learning,176.252203,-38.133624,35,10,3,5,4,9,6,0,27,8,0,0,17,0
40266,Jemmas Family Daycare Ltd 6,07 578 5978,07 578 5918,accounts@jemmas.co.nz,114 Waihi Road,,Tauranga,Homebased Network,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Judea,Otumoetai-Pyes Pa Ward,Treena Woods,773 Cameron Road,P O Box 15489,,Tauranga 3144,07-5785978,,,,176.144538,-37.696194,60,60,2,15,12,18,8,1,56,13,3,2,38,0
40267,Learning Adventures Rotorua Tui,07 347 7770,,,21 Sala Street,Whakarewarewa,Rotorua,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Whaka,Area Outside Ward,Raewyn Farrell,Level 2 54 Fort Street,P O Box 105843,Auckland City,Auckland 1143,07-3477770,,99017,Eastern Rotorua Kahui Ako,176.257627,-38.159027,50,25,0,0,2,12,16,0,30,12,2,9,6,1
40268,Giggles Bizzy Beez,07 573 6222,07 573 6784,shona@giggleseducare.co.nz,1 Commerce Lane,,Te Puke,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Western Bay of Plenty District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Te Puke East,Maketu-Te Puke Ward,Shona Ua-Marsh,"286 Pukehina Beach Road, RD9",P O Box 767,Te Puke,Tauranga 3153,07-5736222,07-573 6784,,,176.33002,-37.784478,35,10,0,1,7,15,5,0,28,13,1,10,4,0
40269,Tauranga Hospital Play Service,07 579 8701,07 579 8971,deborah.mcdougall@bopdhb.govt.nz,"Children's Ward, Cameron Road",Greerton,Tauranga,Hospital Based,Not Applicable,Community based,No,EQI 1,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Tauranga Hospital,Te Papa-Welcome Bay Ward,Deborah McDougall,Tauranga Hospital Ward One Cameron Road,Tauranga Hospital Private Bag 12024,,Tauranga 3143,07-5798701,07-5798971,,,176.148724,-37.707241,22,5,,,,,,,,,,,,
40270,Home Grown Kids (South2),,,info@homegrownkids.co.nz,189 Moffat Road,Bethlehem,Tauranga,Homebased Network,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Canterbury/Chatham Islands,Tauranga,Waiariki,Bethlehem,Otumoetai-Pyes Pa Ward,Della Letham,57A Spring Street,57A Spring Street,,Tauranga 3110,,,,,176.112029,-37.697425,80,80,2,5,4,10,3,0,24,2,0,3,17,1
40271,BestStart Parton Road,07 542 3136,07 542 3136,parton@best-start.org,90 Parton Road,Papamoa,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Palm Springs,Mount Maunganui-Papamoa Ward,Julie Bradley,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,07-8502059,,,,176.313743,-37.711206,80,15,2,10,13,20,26,0,71,24,1,2,38,6
40272,Matata Early Learning Centre,07 322 2053,,matata@centralkids.org.nz,43 Pollen Street,,Matata,Education and Care Service,Not Applicable,Community based,Yes,EQI 2,Whakatane District,Bay of Plenty Region,Bay of Plenty/Waiariki,East Coast,Waiariki,Matata,Rangitaiki Ward,Donovan Clarke,,P O Box 341,Putaruru,Waikato 3443,07-8851016,,99038,Putauaki ki Rangitaiki Kahui Ako,176.758958,-37.89299,30,10,0,3,12,8,10,1,34,17,0,3,14,0
40274,Mountain View Preschool Limited,07 349 0600,07 349 0616,,195 Clayton Road,Western Heights,Rotorua,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 2,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Western Heights,Area Outside Ward,Linda Irwin,658 Whangaparoa Road,PO Box 628,,Whangaparaoa 0943,07-3462390,,99107,Te Maru o Ngongotaha (Rotorua) Community of Learning,176.214135,-38.130464,42,15,2,7,11,6,16,0,42,23,3,1,14,1
40275,Home Grown Kids (Auckland - North/West),0508 445 437,07 579 3847,info@hgk.co.nz,57A Spring Street,,Tauranga,Homebased Network,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Auckland,Tauranga,Waiariki,Tauranga Central,Te Papa-Welcome Bay Ward,Stacey Dunn,57A Spring Street,57A Spring Street,,Tauranga 3110,0508-445 437,07-579 3847,,,176.168178,-37.684209,80,80,2,7,15,5,0,1,30,1,0,4,21,2
40277,BestStart Totara Street,07 377 0677,07 377 0686,,Unit 20 29 Totara Street,Tauhara,Taupo,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Taupo District,Waikato Region,Bay of Plenty/Waiariki,Taupo,Waiariki,Tauhara,Taupo-Kaingaroa Ward,Vanessa Mitchell,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,,,99020,Taupo Community of Schools,176.088088,-38.681989,80,18,1,17,18,25,15,3,79,31,0,10,29,8
40278,Coastlands Preschool ,07 308 9302,07 308 9916,,9 Fishermans Drive,Coastlands,Whakatane,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Whakatane District,Bay of Plenty Region,Bay of Plenty/Waiariki,East Coast,Waiariki,Coastlands,Whakatane-Ohope Ward,Brenda Stewart,9 Fishermans Drive,9 Fishermans Drive,Coastlands,Whakatane 3120,07-3088262,,99016,Whakatane Community of Learning,176.97175,-37.933256,125,20,0,0,11,31,44,2,88,17,3,7,57,2
40279,Baywave Early Childcare Centre,07 577 8550,07 575 0279,baywave.childcare@bayvenues.co.nz,Corner Girven and Gloucester R,Mt Maunganui,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Arataki,Mount Maunganui-Papamoa Ward,Heidi Turvey,Corner Girven and Gloucester R,P O Box 10250,Bayfair,Tauranga 3152,07-5421515,,,,176.225807,-37.67559,22,5,0,7,6,5,5,1,24,3,2,1,12,6
40280,Te Pou Oranga o Whakatohea ECE Centre Ki Richard Street,07 315 7321,,mereana.parkinson@whakatohea.co.nz,104 Richard Street,,Opotiki,Education and Care Service,Not Applicable,Community based,Yes,EQI 2,Opotiki District,Bay of Plenty Region,Bay of Plenty/Waiariki,East Coast,Waiariki,Opotiki,Opotiki Ward,Mereana Parkinson,122 St John Street,P O Box 207,,Opotiki 3122,06-3155967,,99037,Opotiki Community of Learning,177.287618,-38.008537,50,10,0,3,10,6,9,0,28,26,0,1,1,0
40281,Kidz Rock Early Learning Centre,07 349 2142,,kidzrock@xtra.co.nz,82 Pererika Street,Rotorua Central,Rotorua,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Victoria,Area Outside Ward,Tracy Tutbury,82 Pererika Street,P O Box 1121,Rotorua Mail Centre,Rotorua 3040,07-3485204,,99019,Rotorua Central Community of Learning,176.237557,-38.141038,30,8,1,2,6,4,7,0,20,12,0,1,5,0
40282,Bizzy Buddyz Ltd,07 308 4314,07 308 4314,,76 Alexander Avenue,,Whakatane,Homebased Network,Not Applicable,Privately owned,Yes,EQI 3,Whakatane District,Bay of Plenty Region,Bay of Plenty/Waiariki,East Coast,Waiariki,Allandale-Mokorua,Whakatane-Ohope Ward,Maree Allen,76 Alexander Street,P O Box 827,,Whakatane 3158,07-3084312,07-3084312,99016,Whakatane Community of Learning,176.982923,-37.967071,80,80,5,13,19,14,11,0,62,41,2,2,17,0
40283,BestStart Fairy Springs,07 346 3132,07 346 3998,fairysprings@best-start.org,51 Monokia Street,,Rotorua,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 2,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Fairy Springs,Area Outside Ward,Julie Bradley,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,07-8502059,,99107,Te Maru o Ngongotaha (Rotorua) Community of Learning,176.234834,-38.124639,50,14,1,8,8,16,11,0,44,33,3,5,2,1
40285,Nestlings Preschool,07 577 6002,07 579 4649,nestlingspreschool@hotmail.com,282 Cambridge Road,Bethlehem,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Te Reti,Otumoetai-Pyes Pa Ward,Berni Pringle,R187 Cambridge Road,282B Cambridge Road,Bethlehem,Tauranga 3110,,07-5794649,99036,Otumoetai Community of Learning,176.122421,-37.707105,30,3,0,0,10,8,12,2,32,3,2,0,25,2
40286,Songbird Early Childhood Centre,07 552 0045,07 552 0084,,2257 State Highway 2,,Aongatete,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Western Bay of Plenty District,Bay of Plenty Region,Bay of Plenty/Waiariki,Coromandel,Waiariki,Aongatete,Katikati-Waihi Beach Ward,Rebecca Hesson,"2257 State Highway 2, RD 4",2257 State Highway 2 RD 4,,Katikati 3181,,,,,175.950409,-37.617588,25,0,0,0,7,11,8,0,26,7,0,1,16,1
40288,Korukidz Education & Care,07 571 3189,07 571 3190,,228 Fraser Street,Tauranga South,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 1,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Tauranga South,Te Papa-Welcome Bay Ward,Melissa Jeffcoat,36 Duncansby Road,36 Duncansby Road,Stanmore Bay,Whangaparaoa 0932,,,99085,Tauranga Peninsula Community of Learning,176.153104,-37.712834,30,0,0,0,8,9,10,0,27,24,1,1,1,0
40289,Dream Education Programme (11),,,mandydobson@dream.co.nz,"Level 4, 81 Grafton Road",Grafton,Auckland,Homebased Network,Not Applicable,Privately owned,Yes,EQI 4,Auckland - Waitemata,Auckland Region,Auckland,Auckland Central,Tamaki Makaurau,Grafton West,Waitemata and Gulf Ward,Mandy Dobson,Level 4 81 Grafton Road,P O Box 133178,Eastridge,Auckland 1146,09-4282502,,,,174.768861,-36.857583,80,80,2,7,17,23,35,3,87,5,17,35,8,22
40290,Kiwi Treasures,07 579 9113,,,586 Fraser Street,Greerton,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Greerton,Te Papa-Welcome Bay Ward,Keri Lintern,"Evergreen Foundation Ltd 36A Crawford Road, RD1, Te Puna",36A Crawford Rd RD 1,Te Puna,Tauranga 3171,07-5790256,,99085,Tauranga Peninsula Community of Learning,176.140282,-37.729671,25,10,1,4,5,7,13,1,31,9,3,5,14,0
40291,Friends on Fraser Educare,07 541 0177,07 541 0179,info.friendsonfraser@gmail.com,556 Fraser Street,Greerton,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 3,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Greerton,Te Papa-Welcome Bay Ward,Moira Parry,556 Fraser Street,556 Fraser Street,Greerton,Tauranga 3112,07-5410177,,,,176.141475,-37.728025,25,5,0,1,5,9,7,3,25,15,3,0,5,0
40293,Tauranga Regional Free Kindergarten Association - Home Based Childcare,07 578 0552,07 577 6462,office@ikindergartens.nz,34 Chapel Street,Tauranga Mail Centre,Tauranga,Homebased Network,Not Applicable,Community based,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Sulphur Point,Te Papa-Welcome Bay Ward,Peter Monteith,,P O Box 951,Tauranga,Tauranga 3140,07-578 0552,07-5776462,,,176.166175,-37.676462,60,60,1,11,13,9,13,0,61,15,1,1,33,7
40294,Whangamata Free Kindergarten,07 865 6590,07 078 656590,whangamata@ikindergartens.nz,202 Port Road,,Whangamata,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Thames-Coromandel District,Waikato Region,Waikato,Coromandel,Hauraki-Waikato,Whangamata,South Eastern Ward,Peter Monteith,,P O Box 951,Tauranga,Tauranga 3140,07-578 0552,07-5776462,,,175.866366,-37.215961,40,0,0,0,1,16,22,0,39,7,0,1,31,0
40295,Lollipops Papamoa,07 542 5492,,haylee.dumbar@eeg.co.nz,95 Domain Road,Papamoa,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Doncaster,Mount Maunganui-Papamoa Ward,Haylee Dumbar,Level 2 54 Fort Street,P O Box 105843,Auckland City,Auckland 1143,,,,,176.285073,-37.708361,50,8,3,6,11,14,9,0,43,15,3,2,23,0
40296,Kidz World - Brent Road,07 345 6320,07 349 0632,,12 Brent Road,Owhata,Rotorua,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 3,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Owhata East,Area Outside Ward,Jamie Buffett,3 Rutland Street,P O Box 10026,Rotorua Mail Centre,Rotorua 3143,,,,,176.297645,-38.136537,43,18,1,6,7,8,7,2,31,15,0,6,10,0
40298,Creators@home - Nelson,0800 CRE ATORS,07 579 2763,lindy@creators.org.nz,201 Sandwich Road,Te Rapa,Hamilton,Homebased Network,Not Applicable,Privately owned,Yes,EQI 3,Hamilton City,Waikato Region,Nelson/Marlborough/West Coast,Hamilton West,Hauraki-Waikato,Bryant,West Ward,Lisa Watkins,201 Sandwich Road,PO Box 10462,Te Rapa,Hamilton 3241,03-547 7890,,,,175.249101,-37.748553,80,80,4,6,6,5,4,0,25,7,0,1,17,0
40299,Tauranga Regional Free Kindergarten Association - Home Based Childcare (2),07 578 0552,07 577 6462,office@ikindergartens.nz,34 Chapel Street,,Tauranga,Homebased Network,Not Applicable,Community based,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Sulphur Point,Te Papa-Welcome Bay Ward,Peter Monteith,,P O Box 951,Tauranga,Tauranga 3140,07-578 0552,07-5776462,,,176.166139,-37.676472,80,80,7,5,7,5,8,0,40,19,0,0,11,1
40300,St Andrew's Preschool,07 573 6903,07 573 6587,manager@standrews.school.nz,6 Stewart Street,,Te Puke,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Western Bay of Plenty District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Te Puke East,Maketu-Te Puke Ward,Lorraine Schou,7 Elder Lane,Bethlehem Early Learning Centr Private Bag 12003,,Tauranga 3143,07-579 1707,07-5420720,,,176.326578,-37.787023,40,0,0,0,0,20,23,0,43,6,2,14,21,0
40301,Te Kohanga Reo o Te Wairoa ,,,ipo@kohanga.ac.nz,Wairoa Pa Road,Bethlehem,Tauranga,Te Kohanga Reo,Not Applicable,Community based,Yes,EQI 3,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Bethlehem,Otumoetai-Pyes Pa Ward,Ipo Tait,67 Hankey Street,P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,07-3060008,,,,176.107657,-37.690446,30,8,0,4,6,3,3,0,16,16,0,0,0,0
40302,The Children's Garden Preschool,07 544 6019,07 544 3573,,64 Victory Street,Welcome Bay,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Welcome Bay West,Te Papa-Welcome Bay Ward,Sharon Neureuter,4 Pamir Place,39 Miles Lane,Bethlehem,Tauranga 3110,07-5423749,,99085,Tauranga Peninsula Community of Learning,176.180203,-37.7321,25,10,1,12,17,1,0,0,31,13,2,2,12,2
40303,Fern Garden Preschool & Childcare Centre,07 576 1976,07 576 1976,childcare@ferngarden.co.nz,408 Otumoetai Road,Otumoetai,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Otumoetai South,Otumoetai-Pyes Pa Ward,Nikeeta Singh,70 Khyber Pass Road,1 Jomac Place,Avondale,Auckland 1026,09-337 0033,,99036,Otumoetai Community of Learning,176.138083,-37.67275,40,8,1,8,10,16,12,1,48,5,0,9,33,1
40304,Agape Christian Preschool,07 348 1221,07 348 1222,admin@agape.school.nz,155-157 Clayton Road,Western Heights,Rotorua,Education and Care Service,Not Applicable,Community based,Yes,EQI 2,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Western Heights,Area Outside Ward,Nanette Alexander,153 Clayton Road,P O Box 4052,Western Heights,Rotorua 3047,07-3331965,,,,176.21912,-38.129679,60,20,4,6,16,8,13,1,48,22,0,7,19,0
40305,Daisy Cottage Montessori,07 572 0300,,contactus@daisycottage.co.nz,38 Gloucester Road,Mt Maunganui,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Arataki,Mount Maunganui-Papamoa Ward,Fenella Wilson,"1 Sarona Park Drive, RD 1","1 Sarona Park Drive, RD 1",,Tauranga,07-5432998,,99064,Mt Maunganui Community of Learning,176.226552,-37.678558,30,0,0,0,11,16,15,4,46,10,0,4,28,4
